review_app_id,review_title,review_time,review_rating,review_content
529479190,bro,2020-10-14,5,ad free ez get lamo
529479190,game awesome,2020-10-14,5,one best game highly suggest getting
529479190,global,2020-10-14,3,need global back
529479190,clasher101,2020-10-14,5,best game appstore far
529479190,slow searching,2020-10-14,5,last update slow searching finding attack make ok please
529479190,rly review need help,2020-10-14,5,ive playing coc almost 7 year every time log game crash ive tried uninstalling reinstalling restarting ipad everything think cant get workif someone help would greatly appreciated cant get customer service bc know game
529479190,easily best game ever,2020-10-13,5,friend favorite game year always updating getting better top forever
529479190,good game,2020-10-13,5,really good game update someone help tell updating
529479190,love country,2020-10-13,2,please add puerto rican flag add flag give five star
529479190,absolutely ad,2020-10-13,5,scam game amazing ad
529479190,best game ever,2020-10-13,5,best game ever played great keep getting better better 100 get game
529479190,luv game,2020-10-13,5,get game purpose life
529479190,best game,2020-10-13,5,pooped onetime
529479190,popular,2020-10-13,5,bro game popular tho
529479190,,2020-10-13,5,amazing
529479190,gold pas,2020-10-13,5,clash clan always remain absolute favorite mobile game however think gold pas provide option ie builder resource multiplayer resource right main priority builder base would love resource bonus builder village multiplayer village
529479190,ban account nothing made deal give back get ban5 min later,2020-10-13,2,wish could account back brother trying get old account back made deal unban lied
529479190,1110,2020-10-13,5,game sad llay reason open close agian ive played since 2014 still like
529479190,actually fun,2020-10-13,5,playing game age genuinely one best game ever played start bunch different account year though account accidentally deleted sibling much fun well game clash royal
529479190,poop,2020-10-13,5,like poop
529479190,yhall making flop bru,2020-10-13,5,put much time dragon go way something attack dragon go away potion
529479190,finally,2020-10-13,5,fricking video game
529479190,battle machine,2020-10-13,5,please fix targeting
529479190,unamused quality life change,2020-10-13,1,added 10 hp th10 antiair reduced ability upgrade wall segment max quality life reduced
529479190,good game dad spent 100 gem love,2020-10-13,5,good
529479190,best game tk llay whith famly,2020-10-13,5,played week levke 48
529479190,good,2020-10-13,5,amazing game
529479190,wow,2020-10-13,5,number 9 stragegy nah think 1 strategy
529479190,played since 2012,2020-10-13,5,good game
529479190,sgtmac,2020-10-13,5,playing game 7 year great game never boring easy play game young older player even senior schoolers professional
529479190,wassup,2020-10-13,5,game fun bruh cap
529479190,solution bringing back global,2020-10-13,5,solution bringing global backaccounts family mode optioned global choice adult connection internet provider well bring yall
529479190,bug,2020-10-12,4,really like game since latest maj cant launch game
529479190,chat,2020-10-12,4,bring back global chat 5 star review
529479190,change please,2020-10-12,4,whenever put friendly challenge clan see base need improve want able attack also bring back global chat
529479190,yay,2020-10-12,5,yay
529479190,pretty good,2020-10-12,5,want fried chicken gone wrong gone sexual
529479190,crash fest,2020-10-12,1,new update open game crash soon start pointless
529479190,game,2020-10-12,5,best game ever got ta say
529479190,world chat,2020-10-12,1,disappointed world chat removed connect place chat bring world chat back
529479190,global chat,2020-10-12,5,know see miss global chat
529479190,review,2020-10-12,4,good good
529479190,change,2020-10-12,2,played back 2015 returned month ago disappointed learn global removed th9 much easier
529479190,game pay win go u pay give much,2020-10-12,5,game best
529479190,big chick 69420,2020-10-12,5,loved game kid love one best game app store highly recommended
529479190,great game,2020-10-12,5,awesome game take time patience though playing year clan aspect legit meet really legit people love war
529479190,playing year please readd global,2020-10-12,4,love game much playing year ad free play still easily progress join get stickbugged leader turkeyrocket please add global chat back
529479190,global chat,2020-10-12,4,clash clan good game really wish global chat back harder find friend people join clan supercell reading please add global chat back
529479190,please snow winterpleaseeeeeeeeee,2020-10-12,5,please mere snow winter updatethanks
529479190,new update,2020-10-12,1,new update dont run ipad 6th generation
529479190,best phone game world global removed,2020-10-12,5,bringbackglobal
529479190,jem,2020-10-12,5,make easier makeget jem
529479190,best game problem,2020-10-12,5,age play problem ethier
529479190,oliver,2020-10-12,5,really like game yea lol
529479190,game good,2020-10-12,5,soooooooooooooooooooo coooooooooooooolllll
529479190,thank,2020-10-12,5,penis
529479190,best,2020-10-12,5,best game ever play
529479190,best game ever,2020-10-12,5,always always always game phone whenever get new phone instantly download clash get stuff back
529479190,clash clan,2020-10-12,5,best game ever made make super dragon
529479190,great,2020-10-12,5,cool great game
529479190,fun game,2020-10-12,5,playing since came great game
529479190,hi,2020-10-12,1,hi
529479190,ggplayer1,2020-10-12,5,awesome game playing year made multiple account gotten th 9 account great game supercell
529479190,a1 game,2020-10-12,5,coc great game
529479190,awesomeness,2020-10-12,5,playing clash clan two month great gaming experience one favorite game think great
529479190,best game world,2020-10-12,5,best game ever
529479190,boi,2020-10-12,1,gem
529479190,tech support horrible,2020-10-12,1,legitimate issue tech support help
529479190,clash can,2020-10-12,5,clash clan good game get going want keep playing playing clash almost 2 year still fun fun game
529479190,playing since aug 2 2012 still best,2020-10-12,5,long year supercell never failed amaze update
529479190,best game ever,2020-10-12,5,know people write long review game stuff want say game amazing personal favorite
529479190,greatest game known man,2020-10-12,5,clash clan phone game played consistently 7 year best game ever
529479190,love great game,2020-10-12,5,love game mostly fleshed see game high rated update great especially stand ad seems terrible say game already best ad
529479190,clan,2020-10-12,4,difficult get loyal member want active clan always clan war league max clan game every event many maxed base give max level donation give advice need join nime club clan level 14 speak mainly english
529479190,goat,2020-10-12,5,potentially best game iphone
529479190,hi,2020-10-12,5,make unicorn rider
529479190,best game ever created,2020-10-12,5,ad never boring
529479190,,2020-10-12,5,need clan th10
529479190,best mobile game ever created,2020-10-12,5,constantly updating content improving game constantly staying relevant throughout year always improving using player input innovate game mean list go keep supercell
529479190,please read,2020-10-12,5,great game future update could make troop control
529479190,fun great game,2020-10-12,5,fun competitive game
529479190,coc,2020-10-12,5,game like
529479190,much fun,2020-10-12,5,love play hour get bored
529479190,hfc,2020-10-12,5,fhdxgg cb jff f c hedge
529479190,outstanding,2020-10-12,5,love mobile game could get pc version
529479190,highly recommend,2020-10-12,5,playing game since little kid game lot fun addicting ad always updating game adding new level keep playing
529479190,amazing,2020-10-12,5,gud gam
529479190,awwoolie,2020-10-12,5,awwoolie
529479190,grate game,2020-10-12,5,good one best game
529479190,download game,2020-10-12,5,best game ever ive 8 year still trying get best townhall game take long beat worth try fun addicting play friend war
529479190,yo,2020-10-12,5,best mobile game ever
529479190,best game,2020-10-12,5,started playing long ago whenever go phone pull play
529479190,best possible game,2020-10-12,5,best game ever played much worth download
529479190,best mobile game,2020-10-12,5,game fun play mobile game make way better sure favorite mobile game frequently updated
529479190,bababooey,2020-10-12,5,bababooey
529479190,favorite mobile strategy game,2020-10-12,5,playing coc year currently th12 game addictive take time get good join great clan max everything upgrading town hall patience discipline slow fun grind provide hour entertainment hat supercell creating awesome strategy game
529479190,bruh,2020-10-12,1,trash
529479190,coc,2020-10-12,5,loved overall think racial equality hog rider prince probably
529479190,coc,2020-10-12,5,love coc
529479190,good,2020-10-12,5,good game
529479190,clash,2020-10-12,5,clash clan clash royale two best game app store
529479190,yet,2020-10-12,4,great game ai need work sometimes troop take ridiculous route get going supercell making million million dollar previous year reason issue game fantastic
529479190,best mobile game,2020-10-12,5,game along clash royale best mobile game ever played highly recommend
529479190,best game ever,2020-10-12,5,enough said
529479190,weed man,2020-10-12,5,big fat zero commercial trump commercialinfested crappy game
529479190,great change,2020-10-12,5,love game play would better could control one troop attacking someone else
529479190,clash,2020-10-12,5,goated
529479190,amazing game,2020-10-12,5,hi like game like gamebye
529479190,,2020-10-12,4,pongan el chat global fe vuelta porque e una parte importante de el juego sin ella el juego e lo mismo por eso deje de jugarlo
529479190,bring back global chat,2020-10-12,1,bring back global chat
529479190,world chat,2020-10-12,4,please bring back world chat cause really helped supercell gon na lie
529479190,happy play game around 8 year think lovet,2020-10-12,5,thai game new update make use gem porpoise nice really game try make spend money gem supposed use gem want true game use guy whant need gem back far guy
529479190,really goooooooood,2020-10-12,5,really gooooood
529479190,lost respect,2020-10-12,1,could give 0 star would huge fan game played 10 year sudden supercell banned account reason tried talking said nothing could blocked disappointed seeing put much time money completely disrespected used favorite game
529479190,pls,2020-10-12,5,update
529479190,great game,2020-10-12,5,one best game playing year always exciting see new update however build research time take forever complete take day week complete single upgrade supercell would shorten time even little would greatly appreciated
529479190,love game,2020-10-12,5,started newest acct beginning year grinding ever since th1 11 far ride amazing
529479190,bring back global chat,2020-10-12,3,found slowly playing game le want talk people outside clan
529479190,snvs5whsg51672786257887267628,2020-10-12,5,playing 4 year amazing
529479190,love game,2020-10-12,4,game great wish
529479190,coc,2020-10-12,5,one best game ever played
529479190,2 best game ever,2020-10-12,5,playing long time one best game find
529479190,cant rate something perfect,2020-10-12,5,overall 1010
529479190,epic,2020-10-12,5,epic game
529479190,coc review,2020-10-12,5,one best mobile game available
529479190,amazing game,2020-10-12,3,love game 8 year really hate fact made game even pay win gold pas make much easier people get much better everyone else money
529479190,excellent,2020-10-12,5,bring back global
529479190,ok,2020-10-12,3,get boring
529479190,1 best,2020-10-12,5,game little people digital heart 4 year great way burn little steam work
529479190,seriously best,2020-10-12,5,download right
529479190,amazing game,2020-10-12,5,game amazing one favorite
529479190,love game,2020-10-12,5,game easily best mobile game ever played addictive fun playing since 8 9 currently 16 definitely favorite game mine
529479190,bring back global,2020-10-12,5,game dead
529479190,amazing,2020-10-12,5,game amazing want distract play p got parent divorce
529479190,different breed,2020-10-12,5,best game ever
529479190,update halloween crash,2020-10-12,4,love see latest update game stay loaded crash new halloween update please fix
529479190,fair,2020-10-12,1,spent year village attacked people way powerful giving chance winning fair game time
529479190,annie,2020-10-12,5,one best game ever side get addicted please play responsibly
529479190,awesome,2020-10-12,5,hey guy game really awesome wall priced please make wall le gold elixir please
1053012308,bad experience,2020-10-22,1,clan battle experience bad fair experience lv9 player like away fight someone level higher lose like 4 4 face lv11 12 13 level player take advantage loophole game crow loophole player take advantage experience luv 8 face lv 13 player 3000 crown make game fair want card level clan battle lv8 9 10 player quit delete game
1053012308,clash royal,2020-10-22,5,game giving anger still play
1053012308,fun game,2020-10-22,5,worktransaction work
1053012308,best game ever,2020-10-22,5,best game ikao
1053012308,verification code,2020-10-22,1,receiving verification code spent lot money game kinda panicking good everything please help thank
1053012308,good game,2020-10-22,5,fun
1053012308,cnb,2020-10-22,5,ur mom game pretty cool guess
1053012308,fix wifi connection,2020-10-22,1,always stop working wifi fast wifi able support wifi
1053012308,hack,2020-10-22,1,hack cheat fixed
1053012308,clan war regular battle,2020-10-22,1,battle unfairly matched player could level 6 going level 10 level ten better card higher health better defense making battle near impossible unless amazing deck really good game please even battle make skill based fair
1053012308,good game,2020-10-22,5,amazing
1053012308,make game better,2020-10-22,1,dont wan na fight higher level fair better card u higher level make actually fun game
1053012308,good,2020-10-22,5,suggestion let u use emotes message game also really good
1053012308,review,2020-10-22,1,band trying get old account back
1053012308,spam,2020-10-22,1,put timer much u spam time much spamming
1053012308,new clan war really bad,2020-10-22,1,new clan battle joke another cash grab people fill 4 full level 13 deck feel better wasting money pay win garbage
1053012308,review,2020-10-22,5,really good game lag bug perfect
1053012308,lost account,2020-10-22,4,went get game back get account back way league
1053012308,terrible,2020-10-22,1,terrible
1053012308,tried coming back app,2020-10-22,1,definitively say every time get worse le fun play le skill based put something win 5050 stacking card trash
1053012308,boo bad job,2020-10-21,1,since change river race game horrible lousy opponent matching smack favoring pay poorly structured clan competition significant change worse
1053012308,,2020-10-21,1,son 6 year old disability told keep losing level 7 getting paired people level 10 please tell bullying disabled child
1053012308,need help,2020-10-21,5,android connected play store app android recently got iphone downloaded clash royale lost account get back
1053012308,crashing,2020-10-21,1,game fun game constantly crash every 2 minute game good community need update fix issue
1053012308,supercell worst,2020-10-21,2,game pay win matchmaking unfair give two star brawlstars
1053012308,trashcans,2020-10-21,1,game dumb f creator trashcans
1053012308,complete trash,2020-10-21,1,put player counter deck max level player
1053012308,good game,2020-10-21,5,best game ever
1053012308,good,2020-10-21,5,like game lot thing like thing frustrating hating silver chest something want fix good want delete chest something want stop silver chest take room well still good lot good thing ya bad thing still one maybe
1053012308,cw2,2020-10-21,1,put effort review devs cw2
1053012308,bad game,2020-10-21,1,game bad level 11 put 13 time card low
1053012308,rigged,2020-10-21,1,matchup equal
1053012308,nice,2020-10-21,5,great job
1053012308,average,2020-10-21,3,game fun supercell idea balance card make card equal understand difficult wizard valkyrie elite barb golem meta overpowered year also buff card either minuscule amount break card right skeleton barrel 150 damage breaking absurd nerf oblivion keep card meta forever unless spend money game take 5 year get gold card level 13 utterly ridiculous figure balancing card anymore however game lot fun friend play great clan enjoy watching eachother win
1053012308,clash,2020-10-21,1,every one cheat get game guy placed 40 card worth elixir three second picture get game know hack please fix game actually fun whin work correctly
1053012308,cw2 direction,2020-10-21,1,giving app 1 star actually fix cw2 card balance like nerf x bow
1053012308,worst game,2020-10-20,1,trash game update supercell pay play win boring deck
1053012308,lvl grouping,2020-10-20,1,group people league together people 13 12 like 10 11 fair need make improvement lvl grouping thing game
1053012308,fyi best card credit card,2020-10-20,2,fyi best card credit card
1053012308,fix match makingggggggggg,2020-10-20,1,level 8 fighting level 12 hell fix goddamm matchmaking unfair
1053012308,trash,2020-10-20,1,sure continue coming back pay win trash game addicting definitely still money hungry game looking abuse parent credit card 310
1053012308,add report button,2020-10-19,5,game really fun playing love 1 problem 2v2 im testing new deck team always bail im left trying get 3 crowded add report button report people
1053012308,si quieren enojarse este juego e perfecto,2020-10-19,1,juego de mrd porque e egual todos deverian estar en un mismi nivel ahora que estoy en nivel nueve salen unos hdp de nivel 131211 de creen por eso e una maldita basura deverian de arreglar eso que todo sea de un nivel si lo que quieren e que uno gaste su dinero hacen muy bien
1053012308,china problem,2020-10-19,1,chinese tards retarded need taken life support asap
1053012308,fix ladder,2020-10-19,3,please supercell fix ladder go people similar level card tilt ladder every day get annoying every game go fully maxed deck level 1112 card please fix
1053012308,everyone better,2020-10-19,1,started game everyone killing like mush better thing barley win
1053012308,gamer boy1214,2020-10-19,1,game super unfair matching level 8 went 4battles tournament could win unfair matching
1053012308,solid game money making business,2020-10-19,1,spend money win tournament get card level card quickly thats left game winning couple game matched opponent whose deck completely opposite screw clash royale
1053012308,game trash,2020-10-19,5,game trash take skeleton army
1053012308,thanks,2020-10-19,5,amazing game really addictive game fun
1053012308,used good game,2020-10-19,1,game fun clan war 2 brought clan war 2 get enjoyment brought back clan war original might play
1053012308,trash,2020-10-19,1,match making game terrible lv 9 placed maxed player maxed troop obviously lose every time
1053012308,incredible,2020-10-19,5,fun
1053012308,new update war,2020-10-19,1,new update concept nice expect level 1011 troop win level 13 troop war sense make make everything level 9 better chance winning
1053012308,issue logging,2020-10-19,3,whenever log get game close application
1053012308,ruined,2020-10-19,1,devs absolutely ruined clan war game simply pay win disgusting
1053012308,best gam,2020-10-18,5,good game give legendary card lol
1053012308,good game ruined clan war 2,2020-10-18,2,latest clan war 2 update ruined game coming someone spent quite dollar game find longer fun close uninstalling
1053012308,worst game ever,2020-10-18,1,worst game app store supercell continually manipulate game matchup make lose keep spending money download game
1053012308,trash,2020-10-18,2,game embarrassment money grab pay win copy pasting meta deck download
1053012308,downhill,2020-10-18,1,game gone downhill new war system trash would nerf fireball ridiculous guy nerf hog rider slow lumberjack get rid mega knight probably worst card imo thinking deleting
1053012308,good game old,2020-10-18,3,good game vary old get repetitive
1053012308,done game,2020-10-18,3,playing game like 5000 trophy king lvl 10 annoying playing king lvl 12 like plz add king lvl match making ruin game playing people lvl 12 13 troop
1053012308,used fun,2020-10-18,2,game amazing came deck reach high level new card garbage new war joke many level fix game uninstalling
1053012308,clash royal,2020-10-18,5,good game
1053012308,old account,2020-10-18,5,hi supercell trying get old account back got new phone maybe help tell email account name really good think ask fisherfogel clan like 14 people old class please tell email
1053012308,addiction best,2020-10-18,5,fun challenging game
1053012308,cheater bot,2020-10-18,1,everytime event always get bot cheater waste 10 dollar gem continue
1053012308,bad matchmaking,2020-10-18,1,nerf prince retard
1053012308,algeth iraq,2020-10-18,5,vary niceee
1053012308,player,2020-10-17,4,really enjoy game lot one issue game skill base matchmaking arena 2 beginner fair instead beginner beginner arena 2 arena 2 mentioned give app 45 star really fun
1053012308,hacker,2020-10-17,1,way many hacker win opponent sent 5 rocket also add report player button
1053012308,clash royal,2020-10-17,5,awesome app
1053012308,fix,2020-10-17,1,game wack people way higher level always drop trophy battle people lower witch mean l w unappreciated hate game
1053012308,crashing randomly,2020-10-17,1,ive played cr year im sure whats going app randomly crash open fairly new issue hope supercell fix
1053012308,trash game,2020-10-17,1,trash match making system especially clan war ladder lvl 9 deck v max deck always counter deck match b game ever
1053012308,fix war invite,2020-10-17,1,please fix reinvite player participated war allowed clan war 20
1053012308,trash,2020-10-17,1,take mega knight game nerf ridiculously op
1053012308,clan war 20 biggest letdown,2020-10-17,1,make challenge tournament level clan war game becoming entirely pay win game dying
1053012308,terrible,2020-10-17,1,stupid game start lagging right fight almost even wifi
1053012308,trash,2020-10-17,1,terrible matchup always get put people way higher king level card fix game
1053012308,pay win,2020-10-17,1,game 4 year 2 maxed card like 70 recently acquired due spending money stupid phone game face maxed account yeah win 120 due skilling opponent even play perfectly stand chance someone randomly placing maxed card like game reward money spender enjoy
1053012308,actual update 2 year,2020-10-16,1,devs know tencent might let please afraid explore implement new idea even garbage well give feedback
1053012308,game amazing,2020-10-16,5,lovethis game rock fun need focused much strdegy love game rock
1053012308,plz mak ih even matchmakin,2020-10-16,3,hate ih wen b 7k tropiez buh cant get cuz go level 13z n ahm level 9 n get absolutely destroyed iz diz fair plz fix ih makez wan na juz quit
1053012308,dumb,2020-10-16,1,stupid game stupid dumdass
1053012308,super bad,2020-10-16,1,ok im arena 9 get tower level 9 mine 6 spent money stupid game regret quit
1053012308,let u write want,2020-10-16,1,want make fun kid beat game lose make fun still
1053012308,wack,2020-10-16,1,want money back
1053012308,fix game else get lawyer involved,2020-10-16,3,please make matchmaking verse level level card annoying verse level 13 level 9 ridiculous everyone hate game matter spending money leveling fix game else sue lawyer side take whole team better fix else forced file claim spent load money game edge deleting
1053012308,great game want spend 100,2020-10-16,1,every update meant make spend money well new war would 32 max card well took year get 8 max card spending anything
1053012308,bad pay win game,2020-10-16,1,almost impossible win everyone dragon buying pas royale give instant win literally annoying frustrating try play game realize pay win game
1053012308,hi,2020-10-16,3,cant u save account
1053012308,cheat paid player 0 star,2020-10-16,1,cheat paid player 0stars
1053012308,bad,2020-10-16,1,make go people counter deck whether playing awhile made completely fine internet last second could win lag lose
1053012308,good game terrible matchmaking,2020-10-16,1,would definitely give game 5 star iv played since day one matchmaking ruin everything way many unfair match
1053012308,clash update,2020-10-16,5,clash royale good game want clash fix ledgendaries
1053012308,pay win,2020-10-16,1,pay win
1053012308,lagging,2020-10-16,5,game hella slow lagging
1053012308,old account,2020-10-16,1,give old account back spent hundred dollar game
1053012308,cool,2020-10-16,5,lit
1053012308,hi,2020-10-16,5,fun
1053012308,fix game,2020-10-16,3,love game except fact fixed start see opponent dropping 7 8 elixir followed immediately 4 5 another 7 8 cant even get enough elixir drop 2 make fair
1053012308,unfair matchmaking,2020-10-16,1,war battle opponent almost maxed card total 3axed card worst deck higher card rewarded fame disgusting
1053012308,overcharged purchase,2020-10-15,1,recently purchased 999 bundle 2 magical chest mini peeka emote charged 2642 want refund inconvenience website way contact
1053012308,game crash constantly,2020-10-15,1,iphone 7 apparently old run apps anymore
1053012308,legendaries easy get still good game,2020-10-15,4,remember old day princess ice wizard legendaries around 20 legendaries take away experience getting one still good game would recommend anyone like strategy
1053012308,throwing game away,2020-10-15,1,hate game everybody keep hacking never want play game
1053012308,unbelievably good,2020-10-15,5,play game trust get hooked
1053012308,fun,2020-10-15,4,fun good game
1053012308,fix crash issue,2020-10-15,3,love game playing year since clan war 2 game crash every match sometimes sometimes right beginning always end match whyyyyyyyy
1053012308,card level,2020-10-15,2,card level hard get card level keep max always running max level player cost upgrade much troop getting one shot fireball river race getting powered anoying gon na take year remotly close game pay win card level restricted river race trophy climbing
1053012308,one star game simply fair,2020-10-15,1,im king level 11 use mainly level 10 card level 9 11 tell every time go someone using level 12 13 card simply unfair main reason dont play game consistently
1053012308,would given 0 star,2020-10-14,1,whack
1053012308,,2020-10-14,4,great game also want make want kill
1053012308,reeeee,2020-10-14,1,relogin middle game almost beat opponent downloaded like five ten minute ago deleted dont deal future prob happen every two game reeeeeeee
1053012308,good game,2020-10-14,5,clash royal good game would even better card game game sooooooooooooooo addicting much fun sincerely trashorg
1053012308,problem,2020-10-14,5,try hard yeet
1053012308,bad game clash royale,2020-10-14,1,game stink lost many time hate make u rage u lose u worst feeling get game
1053012308,clan war 2,2020-10-14,1,clan war 2 garbage
1053012308,mega knight,2020-10-14,5,playing clash royale complaint card well balanced one thing absolutely hate gamethe mega knight abomination six elixir card charge isnt even charge stopped stun area affect op amount health much every seven elixir card combined take mega knight card help fisher man pull even useless slows mega knight kiting mega knight hard mega knight jumping valkyrie tank knock back shred card kite return jumping animation across arena dont get started damage every hit pekkas worth damage people complaining everyone using easy card use please nerf abomination remove completely game im pretty sure people go back using pekkas xbows pls nerf mega knight
1053012308,please change war,2020-10-14,3,used love game new war update ruining game please consider going back trying something different
1053012308,clash royale rip tactic,2020-10-14,2,clash royale good game seems like nerf character spend month year leveling find deck fit style play one day notice hand seems weaker normal little research sure find favorite card may spend good money longer useful happens often good game
1053012308,thanks,2020-10-14,5,game amazing game amazing
1053012308,river race inequality,2020-10-14,1,river race completely unequal north american clan facing asian clan due time zone difference supercell could make fun game better simply regionalizing clan
1053012308,boring unbalanced,2020-10-14,1,title say
